EmployeeID,Age,Gender,Department,JobRole,MonthlyIncome,YearsAtCompany,YearsInCurrentRole,OverTime,JobSatisfaction,WorkLifeBalance,PerformanceRating,DistanceFromHome,TrainingTimesLastYear,EnvironmentSatisfaction,ManagerRating,PromotionLast2Years,SalaryHikePercent,AbsenteeismDays,Attrition
100240,30,Male,Sales,Sales Manager,97279,6.1,5.1,No,3,2,3,4,1,3,4,0,13.7,4,Yes
100241,27,Male,IT,IT Support,81893,6.9,4.6,No,3,3,3,10,2,4,3,0,9.5,1,No
100242,34,Female,Sales,Account Manager,103990,5.0,4.5,No,4,2,3,7,2,3,2,0,12.1,1,No
100243,20,Male,R&D,Software Engineer,90049,5.6,2.7,No,4,2,4,7,4,3,4,1,23.3,2,No
100244,22,Male,Sales,Account Manager,90224,3.1,0.0,No,4,2,4,13,2,3,3,0,14.1,2,No
100245,52,Male,Sales,Sales Executive,72297,4.6,4.6,No,3,4,3,10,2,4,4,0,13.1,2,No
100246,24,Female,Finance,Financial Analyst,86517,0.6,0.0,No,4,2,4,8,2,2,5,0,20.6,4,No
100247,26,Male,Finance,Accountant,90698,7.7,5.5,No,4,3,4,21,0,2,2,0,11.6,3,No
100248,50,Female,R&D,Data Scientist,102555,3.0,2.1,No,1,3,3,12,2,4,4,0,9.3,11,No
100249,58,Female,Sales,Sales Manager,66507,1.6,1.3,No,3,3,3,6,2,3,4,0,10.4,0,No
100250,25,Male,R&D,Research Scientist,89968,4.7,1.5,No,3,3,4,7,5,2,4,0,12.2,2,No
100251,31,Female,R&D,Product Engineer,95780,3.6,3.2,No,3,3,4,13,0,4,2,0,7.6,2,Yes
100252,37,Male,IT,IT Support,94295,7.6,5.4,No,3,3,3,9,2,2,3,1,15.0,2,No
100253,49,Male,Finance,Financial Analyst,103614,4.0,3.6,No,2,2,3,4,3,3,2,0,12.8,7,No
100254,26,Female,HR,HR Generalist,68997,2.6,1.1,No,1,2,3,13,6,3,4,0,11.3,10,No
100255,32,Female,HR,Recruiter,64256,4.1,1.0,No,4,3,3,16,1,3,4,0,12.9,2,No
100256,41,Male,Customer Support,Customer Success Manager,108422,10.1,9.2,No,3,3,3,16,3,2,1,0,12.9,0,No
100257,38,Female,IT,Systems Administrator,79469,7.7,3.2,No,1,3,3,19,1,4,3,1,9.9,7,Yes
100258,31,Male,HR,Recruiter,68329,6.1,3.7,No,3,4,3,25,1,3,4,1,15.5,3,No
100259,33,Male,R&D,Product Engineer,88327,7.9,7.4,No,4,3,3,21,3,4,4,0,14.0,1,No
100260,23,Female,Sales,Sales Executive,72625,6.4,6.1,Yes,3,1,3,10,3,3,4,0,6.4,1,No
100261,33,Female,Customer Support,Support Lead,56175,2.1,1.4,No,4,1,3,7,0,4,3,0,17.1,3,No
100262,32,Female,R&D,Product Engineer,106926,6.9,5.5,No,4,2,3,3,1,1,3,0,7.7,6,No
100263,36,Male,R&D,Research Scientist,100628,8.6,3.8,No,2,2,4,8,5,2,3,0,10.0,6,No
100264,30,Female,Customer Support,Support Specialist,69457,8.9,3.4,No,3,2,4,11,5,4,3,0,14.7,3,No
100265,38,Female,IT,IT Support,87474,1.7,0.8,No,3,3,3,8,3,4,4,0,13.9,0,No
100266,43,Female,Sales,Sales Executive,34778,2.9,2.0,Yes,2,2,4,3,1,3,4,0,16.7,6,No
100267,36,Male,Sales,Sales Manager,82346,2.5,0.0,No,2,4,4,7,3,3,3,0,16.0,6,No
100268,37,Male,Sales,Sales Manager,86518,3.3,0.6,No,2,3,3,12,6,4,4,0,10.2,2,No
100269,35,Male,Finance,Accountant,88147,5.7,1.7,No,2,4,5,5,3,3,3,0,14.4,4,No
100270,35,Male,Sales,Sales Executive,71541,4.7,0.7,Yes,2,3,3,9,3,2,2,0,10.9,4,Yes
100271,29,Male,Customer Support,Support Specialist,66036,4.7,4.1,Yes,4,3,3,10,2,4,4,0,12.6,2,No
100272,37,Male,Customer Support,Customer Success Manager,80657,1.3,1.1,Yes,2,2,4,15,2,4,4,0,14.2,9,Yes
100273,34,Female,HR,Recruiter,59540,2.8,0.4,No,4,2,3,21,2,4,4,0,10.2,6,No
100274,52,Male,Finance,Financial Analyst,86629,9.3,7.5,Yes,2,2,3,7,1,4,2,0,10.8,7,No
100275,47,Female,R&D,Data Scientist,118783,8.5,8.3,No,4,3,2,9,1,3,5,0,5.5,2,No
100276,38,Male,Sales,Account Manager,77561,4.0,1.7,No,3,3,3,9,3,2,4,0,14.9,4,No
100277,28,Female,IT,IT Support,83523,6.9,5.6,No,3,2,3,12,2,4,3,0,13.0,4,No
100278,25,Male,Sales,Sales Representative,79413,5.3,2.9,No,4,3,3,11,1,2,3,0,4.0,0,No
100279,44,Male,Sales,Sales Executive,89702,7.4,6.9,No,1,2,4,18,4,3,4,0,16.8,8,No
100280,37,Female,R&D,Product Engineer,107004,7.1,4.6,Yes,1,1,3,2,2,3,3,0,11.8,10,Yes
100281,38,Female,Sales,Sales Executive,74056,4.2,2.2,No,3,2,4,10,3,3,5,0,10.7,7,No
100282,20,Male,R&D,Research Scientist,94060,6.1,3.4,No,3,3,2,11,1,4,3,0,8.4,0,No
100283,42,Male,IT,IT Support,95059,5.6,4.6,No,2,2,3,7,2,3,5,0,9.6,9,No
100284,38,Female,Operations,Operations Analyst,76961,4.3,3.5,No,2,3,4,2,3,4,3,0,10.7,7,No
100285,25,Female,Finance,Accountant,99047,3.6,3.3,Yes,1,2,3,8,4,2,5,0,9.2,4,Yes
100286,31,Male,Operations,Operations Manager,111177,11.7,10.6,No,4,3,3,6,5,3,3,1,20.5,7,No
100287,37,Male,R&D,Lab Technician,93813,4.3,0.9,Yes,4,2,4,21,2,2,3,0,15.3,0,Yes
100288,35,Male,Operations,Supply Chain Specialist,70061,6.7,2.5,No,4,2,3,10,2,3,4,0,19.1,3,No
100289,32,Female,HR,Recruiter,97945,11.2,10.8,No,2,3,2,5,2,3,4,0,12.8,4,No
100290,34,Male,R&D,Data Scientist,96048,6.1,4.7,No,2,3,4,3,1,4,4,0,16.0,3,No
100291,32,Male,Customer Support,Customer Success Manager,79958,5.9,1.1,Yes,2,3,3,11,1,3,3,0,8.9,9,No
100292,36,Female,R&D,Lab Technician,76216,4.3,0.0,No,4,3,3,12,4,1,3,0,11.4,4,No
100293,47,Male,Sales,Sales Executive,72189,5.6,4.5,Yes,2,3,3,7,4,4,4,0,11.7,5,No
100294,18,Male,R&D,Software Engineer,88071,3.4,0.0,No,3,4,3,11,1,4,3,1,16.7,2,No
100295,33,Male,R&D,Product Engineer,156214,18.8,15.6,No,3,3,3,7,2,3,4,0,11.8,0,No
100296,36,Male,R&D,Data Scientist,95658,1.4,0.0,No,3,4,3,15,2,3,3,0,13.2,1,No
100297,37,Male,HR,Recruiter,75113,3.8,3.6,No,2,3,3,14,2,2,4,0,13.1,3,No
100298,31,Male,Operations,Supply Chain Specialist,81288,6.2,5.4,No,3,4,4,3,2,4,3,0,12.9,5,No
100299,20,Female,R&D,Software Engineer,99080,5.9,4.6,No,3,4,4,4,3,3,3,0,12.6,1,No
100300,37,Female,HR,HR Generalist,68173,3.4,2.1,No,2,2,3,25,1,2,3,0,9.7,5,Yes
100301,49,Male,R&D,Product Engineer,86777,0.9,0.0,No,3,2,3,14,3,3,4,0,15.8,2,No
100302,22,Female,Operations,Operations Manager,77646,1.6,0.0,Yes,2,1,3,4,2,4,3,0,10.9,4,No
100303,42,Male,Sales,Sales Representative,45653,4.9,3.8,Yes,2,1,4,3,1,3,5,0,15.2,4,No
100304,32,Female,Sales,Sales Representative,57997,0.7,0.0,Yes,3,3,3,9,1,2,4,0,11.5,0,Yes
100305,34,Male,HR,HR Business Partner,60234,6.4,4.4,No,4,4,4,4,1,2,4,0,17.7,4,No
100306,26,Female,IT,Security Analyst,108606,9.0,7.6,No,3,3,3,7,3,2,3,0,5.0,3,No
100307,32,Male,Operations,Operations Manager,100107,7.2,6.7,No,2,4,4,8,2,4,3,0,15.1,5,No
100308,45,Female,Finance,Accountant,86576,8.1,6.5,No,3,4,4,8,0,3,5,0,9.6,2,No
100309,39,Male,Operations,Operations Analyst,86545,0.7,0.6,Yes,2,2,2,15,2,2,3,0,13.4,4,Yes
100310,49,Female,R&D,Research Scientist,85034,3.5,1.3,No,3,3,3,22,2,3,3,0,11.5,3,No
100311,44,Male,Sales,Sales Representative,56189,1.9,1.8,Yes,3,2,3,6,3,3,4,0,6.8,2,No
100312,38,Female,Sales,Sales Executive,62252,1.1,0.0,Yes,2,2,3,4,0,3,3,0,13.2,5,Yes
100313,49,Male,Sales,Sales Manager,90939,3.0,2.2,Yes,3,3,4,10,3,2,3,0,14.8,2,Yes
100314,38,Female,R&D,Lab Technician,119452,11.0,10.5,Yes,2,2,3,20,1,2,3,0,11.2,4,Yes
100315,41,Female,HR,HR Business Partner,85283,12.9,10.2,No,3,3,3,7,2,4,3,0,11.6,4,No
100316,32,Female,R&D,Data Scientist,103545,2.1,1.1,No,3,3,4,13,4,3,3,0,14.6,2,No
100317,35,Male,Finance,Financial Analyst,81761,4.5,3.0,No,4,2,5,5,0,4,4,0,18.1,3,No
100318,29,Male,HR,HR Generalist,65631,5.6,5.4,No,3,4,2,8,2,3,3,0,10.9,2,No
100319,43,Male,IT,Security Analyst,79633,3.5,0.0,No,4,2,4,4,2,3,3,0,17.5,2,No
100320,25,Male,IT,IT Support,81779,9.4,7.7,No,2,3,3,8,3,3,3,0,11.9,1,No
100321,41,Female,R&D,Lab Technician,91906,3.0,1.3,No,3,4,3,8,3,3,4,0,16.5,0,No
100322,33,Female,R&D,Research Scientist,80024,2.7,0.4,Yes,1,1,3,11,3,4,3,0,11.2,6,No
100323,44,Female,Finance,Accountant,72742,2.2,2.2,No,4,3,3,22,3,4,4,0,9.7,2,No
100324,41,Male,Finance,Financial Analyst,79961,3.5,0.0,Yes,1,3,2,7,1,2,2,0,8.2,3,No
100325,49,Female,R&D,Software Engineer,73452,0.3,0.0,No,3,3,3,3,1,3,4,0,11.9,6,No
100326,40,Female,R&D,Product Engineer,95786,3.6,0.0,No,3,2,3,7,1,4,3,0,9.2,5,No
100327,22,Female,IT,Security Analyst,73179,4.7,3.7,No,2,4,4,10,1,4,3,0,18.9,3,No
100328,34,Male,Finance,Financial Analyst,82240,4.9,4.1,No,3,2,3,9,0,4,3,0,9.0,3,No
100329,25,Male,Sales,Account Manager,77811,1.8,0.0,Yes,2,1,4,7,1,2,2,0,11.6,9,Yes
100330,30,Female,R&D,Lab Technician,79774,4.8,0.0,Yes,3,2,3,19,3,4,2,0,14.0,3,Yes
100331,47,Male,Operations,Operations Analyst,76474,4.7,1.0,No,1,2,3,9,0,3,3,0,16.2,4,No
100332,40,Male,Sales,Sales Manager,82845,4.8,2.5,Yes,3,2,2,8,3,4,4,1,17.1,2,No
100333,29,Female,Operations,Operations Manager,92721,7.3,5.2,Yes,4,1,3,5,1,4,3,0,15.7,7,Yes
100334,26,Female,Sales,Sales Executive,62496,1.8,0.2,Yes,3,3,3,3,1,2,2,0,11.7,1,Yes
100335,35,Female,HR,Recruiter,81445,3.6,0.0,No,4,3,4,10,1,4,3,0,13.8,0,No
100336,25,Female,R&D,Software Engineer,77316,0.9,0.0,No,2,1,3,9,1,4,3,0,19.0,8,Yes
100337,29,Male,Sales,Account Manager,95150,6.9,6.6,No,4,3,4,5,2,3,3,0,19.9,1,No
100338,37,Male,Customer Support,Support Lead,55280,2.0,1.5,No,3,3,4,8,5,3,3,0,16.5,4,No
100339,44,Male,R&D,Data Scientist,112956,8.0,5.6,Yes,4,3,4,8,1,2,4,0,17.9,3,Yes
100340,39,Female,Customer Support,Customer Success Manager,108771,8.2,7.8,No,3,3,3,6,3,4,4,0,15.0,0,No
100341,18,Male,R&D,Research Scientist,87006,3.8,2.1,Yes,1,3,4,5,2,3,5,0,9.8,5,Yes
100342,37,Female,Operations,Operations Manager,74232,3.7,0.7,No,4,2,3,10,3,2,2,0,11.9,1,Yes
100343,35,Male,Customer Support,Customer Success Manager,86951,1.3,0.0,Yes,2,1,3,7,2,3,3,0,17.2,6,Yes
100344,38,Female,HR,Recruiter,78665,4.4,4.0,No,3,3,4,6,2,3,4,0,16.5,1,No
100345,48,Male,Sales,Sales Manager,102454,7.2,6.6,No,2,3,3,5,0,3,3,0,11.8,5,No
100346,18,Male,IT,IT Support,59841,5.2,3.0,No,4,4,4,8,2,3,4,0,19.3,5,No
100347,30,Male,HR,HR Business Partner,88293,10.1,4.0,No,3,3,3,14,3,2,4,1,15.8,0,No
100348,39,Male,Customer Support,Support Specialist,68601,3.3,1.9,Yes,3,1,4,9,2,4,5,0,16.6,2,No
100349,22,Female,R&D,Product Engineer,87975,3.3,0.2,No,3,2,4,7,0,3,4,1,17.8,2,No
100350,47,Male,R&D,Research Scientist,82566,2.1,0.0,No,2,4,3,10,1,2,4,0,13.9,2,No
100351,38,Male,Sales,Sales Executive,106140,14.4,13.6,Yes,3,2,2,17,3,1,3,0,14.1,4,No
100352,41,Female,IT,Systems Administrator,73094,1.2,0.0,No,3,3,3,11,4,4,3,0,16.5,3,No
100353,30,Male,Customer Support,Support Specialist,82913,6.9,6.7,No,3,4,4,9,0,4,3,0,19.0,2,No
100354,41,Male,Sales,Sales Executive,76816,7.3,4.4,No,2,2,3,12,3,3,2,0,10.4,9,Yes
100355,43,Male,IT,IT Support,91460,7.1,4.8,No,3,1,4,7,2,4,5,0,15.2,4,No
100356,36,Male,Customer Support,Support Lead,65392,2.3,1.4,Yes,3,1,3,9,5,4,4,0,16.4,5,Yes
100357,36,Female,Sales,Sales Executive,60573,3.8,3.3,No,2,3,3,6,2,3,3,0,11.5,0,No
100358,37,Male,Sales,Sales Executive,62285,6.3,5.4,Yes,2,2,4,3,1,3,4,0,9.4,7,No
100359,27,Male,IT,Systems Administrator,76674,2.7,2.0,No,3,2,4,10,0,3,3,0,10.8,6,No
100360,33,Male,Finance,Finance Manager,108193,3.4,2.2,No,3,4,3,10,3,3,2,0,9.1,0,No
100361,33,Female,Sales,Sales Representative,68968,2.7,1.7,Yes,3,2,2,7,3,4,4,0,10.4,2,No
100362,38,Male,Operations,Operations Analyst,83098,4.6,3.7,Yes,2,2,4,14,2,3,2,0,11.4,6,No
100363,43,Female,HR,HR Business Partner,69462,4.4,4.2,No,2,3,4,5,2,4,3,0,17.6,4,No
100364,26,Male,Customer Support,Support Specialist,84618,11.3,10.9,No,4,2,3,3,1,3,4,1,13.5,4,No
100365,33,Female,Operations,Supply Chain Specialist,75151,6.4,2.9,No,3,3,3,6,5,3,4,0,16.4,2,No
100366,47,Male,Operations,Operations Manager,89049,1.5,0.6,No,3,4,3,3,1,4,4,0,8.0,1,No
100367,28,Male,HR,Recruiter,46350,1.6,0.4,No,3,4,3,10,1,4,4,0,10.8,3,Yes
100368,28,Male,R&D,Lab Technician,96605,7.0,6.0,Yes,2,3,3,5,3,4,4,0,12.4,6,Yes
100369,36,Female,HR,HR Business Partner,95727,4.4,0.0,No,3,3,3,14,4,2,3,0,14.8,3,No
100370,41,Female,Sales,Sales Executive,82945,13.9,13.2,No,4,2,4,14,1,4,4,0,18.0,4,Yes
100371,35,Male,Finance,Finance Manager,137892,13.9,13.2,Yes,2,2,3,5,1,3,2,0,10.1,11,Yes
100372,45,Male,Sales,Sales Executive,62121,2.1,0.0,Yes,3,1,4,5,4,3,5,0,17.5,1,No
100373,42,Female,HR,HR Business Partner,77518,5.3,3.5,No,4,4,3,11,2,1,2,1,8.6,0,No
100374,41,Male,Sales,Account Manager,70740,1.7,0.0,No,3,4,3,14,3,3,3,1,17.5,2,No
100375,39,Male,R&D,Software Engineer,100720,6.9,4.6,No,3,2,3,3,2,2,2,0,7.3,6,No
100376,54,Male,R&D,Research Scientist,108549,12.3,9.1,No,4,3,3,10,0,3,3,0,13.6,0,No
100377,33,Female,Finance,Accountant,72512,4.8,4.5,No,2,3,4,2,5,2,3,0,18.0,6,Yes
100378,18,Female,Operations,Operations Analyst,78808,3.2,1.1,No,4,4,4,6,2,4,3,0,17.1,1,Yes
100379,48,Female,Sales,Sales Executive,76222,5.7,5.0,Yes,2,1,4,15,3,4,4,0,8.3,5,No
100380,31,Female,Operations,Supply Chain Specialist,76581,7.9,7.8,Yes,3,1,4,43,4,4,4,0,12.4,4,No
100381,35,Male,Operations,Operations Analyst,80386,7.9,5.7,No,2,3,4,7,2,2,3,0,16.5,3,No
100382,45,Male,R&D,Lab Technician,79020,3.2,1.1,No,2,1,4,4,2,4,3,0,16.4,9,No
100383,21,Male,Finance,Finance Manager,85528,2.6,1.1,No,4,3,3,6,1,1,4,0,13.0,3,No
100384,24,Male,R&D,Research Scientist,97182,5.1,1.9,No,4,3,4,8,3,3,4,1,8.8,4,No
100385,21,Male,Sales,Sales Executive,70079,3.4,2.7,No,3,4,3,6,1,3,2,0,16.2,5,No
100386,28,Male,HR,HR Business Partner,83087,9.4,6.8,No,3,3,3,5,1,3,3,1,19.3,1,Yes
100387,38,Male,Sales,Account Manager,84307,3.3,2.0,No,3,3,4,6,4,3,4,0,14.6,1,No
100388,39,Female,Operations,Supply Chain Specialist,75752,4.6,3.2,Yes,3,2,4,10,2,2,4,0,14.8,3,No
100389,37,Male,Customer Support,Customer Success Manager,92120,5.6,5.5,No,4,2,3,7,1,2,3,0,13.8,4,No
100390,23,Male,Operations,Operations Analyst,52032,1.3,0.0,No,4,4,4,5,0,3,4,0,19.1,1,No
100391,18,Female,Finance,Accountant,83356,2.8,0.7,No,3,3,2,6,1,3,3,1,15.4,1,No
100392,35,Female,HR,HR Generalist,88620,13.5,11.0,No,3,3,4,7,6,4,4,0,13.3,2,No
100393,31,Female,Customer Support,Support Lead,80452,7.6,7.0,No,4,3,4,5,3,3,4,0,15.3,6,No
100394,38,Female,R&D,Research Scientist,74976,3.3,1.4,Yes,2,2,3,6,2,4,2,0,12.0,3,No
100395,40,Female,Sales,Sales Executive,62379,6.9,5.6,No,2,4,4,12,2,2,3,0,14.0,3,Yes
100396,36,Male,Finance,Financial Analyst,99508,9.3,7.1,Yes,2,2,4,7,2,3,3,0,7.8,5,No
100397,41,Male,R&D,Software Engineer,85385,3.7,1.9,No,4,3,4,3,3,4,4,0,15.8,2,No
100398,36,Female,R&D,Lab Technician,98614,7.4,2.3,No,4,3,4,14,3,3,3,1,20.6,3,No
100399,39,Male,Sales,Sales Executive,65405,6.7,2.7,Yes,2,1,3,10,1,2,2,0,15.6,8,Yes
100400,29,Male,Finance,Finance Manager,99265,1.7,0.5,No,3,3,3,4,4,4,2,0,15.3,2,No
100401,33,Male,R&D,Product Engineer,88513,3.7,1.5,Yes,4,1,3,7,3,3,4,0,11.8,1,No
100402,36,Male,Sales,Sales Executive,99291,11.5,10.4,No,2,4,3,5,2,2,4,0,12.5,2,No
100403,41,Male,Sales,Sales Executive,96225,13.3,10.2,No,3,3,3,12,2,4,3,0,16.2,4,Yes
100404,31,Male,R&D,Lab Technician,93245,7.7,6.4,No,4,2,3,7,3,3,4,0,15.0,4,No
100405,39,Female,Operations,Operations Manager,78516,2.7,1.8,No,3,3,3,8,3,3,3,1,19.7,2,No
100406,32,Female,R&D,Lab Technician,61828,0.5,0.0,Yes,1,1,4,7,3,3,4,0,11.6,5,Yes
100407,34,Male,IT,Security Analyst,78907,2.5,0.0,No,3,2,4,4,1,2,5,0,11.6,5,Yes
100408,41,Female,IT,Security Analyst,79939,1.5,0.0,No,4,3,4,18,1,3,4,0,12.8,3,No
100409,18,Male,R&D,Lab Technician,104388,12.0,11.0,No,1,3,3,12,2,4,3,0,8.7,3,Yes
100410,24,Female,Operations,Operations Manager,87177,0.9,0.0,Yes,3,2,3,5,1,3,3,0,7.4,6,No
100411,22,Female,IT,Systems Administrator,71872,1.7,1.1,No,3,3,3,9,1,4,1,0,13.6,4,No
100412,18,Male,HR,HR Business Partner,78464,5.0,4.2,No,2,4,3,14,1,4,4,0,13.4,1,No
100413,29,Female,Sales,Sales Representative,73555,4.3,1.3,No,3,2,3,8,1,3,4,0,12.9,6,No
100414,41,Female,Sales,Sales Executive,67124,11.1,11.0,No,3,3,3,19,2,2,3,0,13.2,0,No
100415,32,Female,Customer Support,Support Lead,80089,6.5,5.0,Yes,2,3,4,41,3,2,2,0,8.9,2,Yes
100416,36,Female,Operations,Supply Chain Specialist,74750,3.9,2.7,Yes,3,1,3,8,2,2,2,0,10.3,3,No
100417,43,Male,Customer Support,Support Specialist,75618,9.5,4.5,No,2,3,4,6,1,2,4,0,13.0,3,No
100418,45,Male,Customer Support,Support Specialist,55709,3.2,2.7,No,2,2,4,5,0,4,3,0,14.2,11,Yes
100419,34,Female,Sales,Sales Executive,89726,11.7,11.1,Yes,2,2,4,2,0,4,4,0,8.9,4,Yes
100420,46,Female,Operations,Operations Analyst,62506,2.2,0.0,Yes,4,2,3,16,3,4,3,0,8.8,3,No
100421,35,Female,R&D,Research Scientist,79007,4.2,3.0,No,3,3,3,7,0,2,4,1,13.0,1,No
100422,28,Male,Operations,Supply Chain Specialist,55550,0.6,0.0,No,3,3,4,13,3,4,4,0,17.7,0,Yes
100423,30,Female,Sales,Sales Manager,90239,8.0,7.0,No,2,2,3,15,1,4,4,0,12.9,10,Yes
100424,22,Male,R&D,Research Scientist,101479,4.8,4.0,No,3,3,3,5,1,3,2,0,15.6,1,No
100425,27,Female,IT,Systems Administrator,105943,11.7,7.9,Yes,3,2,4,5,1,4,2,0,13.6,2,No
100426,32,Male,Operations,Operations Manager,113796,3.6,0.0,No,3,4,4,21,5,4,3,0,14.0,0,No
100427,41,Female,Finance,Accountant,77500,1.3,0.0,No,3,4,4,8,4,3,4,0,15.7,1,No
100428,49,Female,R&D,Software Engineer,98180,5.9,5.0,Yes,1,3,3,6,5,3,5,0,11.4,3,No
100429,23,Male,R&D,Lab Technician,73726,2.9,1.4,No,2,2,3,5,2,3,3,0,9.8,3,No
100430,38,Male,Customer Support,Support Lead,71076,7.2,6.6,No,3,3,4,8,3,1,3,0,8.8,1,No
100431,26,Male,R&D,Lab Technician,81694,2.2,1.5,No,2,3,3,19,1,3,2,0,9.9,6,No
100432,38,Female,R&D,Data Scientist,119545,10.4,9.7,No,3,3,3,12,0,2,4,0,14.9,2,No
100433,33,Female,HR,Recruiter,66537,4.6,3.6,No,4,3,2,9,2,2,3,0,16.4,4,Yes
100434,19,Male,R&D,Lab Technician,90261,3.9,2.2,No,3,1,3,20,1,3,5,0,9.3,5,No
100435,42,Male,HR,HR Generalist,91958,10.0,8.5,Yes,3,2,3,18,1,2,3,0,5.9,2,No
100436,30,Male,R&D,Research Scientist,87567,8.0,5.3,No,2,3,4,10,1,4,5,0,17.2,3,Yes
100437,30,Male,Operations,Operations Analyst,70554,2.5,0.7,Yes,2,2,3,38,8,4,4,0,12.2,5,No
100438,26,Female,Customer Support,Support Lead,80257,7.9,5.4,No,1,4,3,7,2,3,3,0,7.3,4,No
100439,29,Female,Customer Support,Support Specialist,66448,6.8,4.0,No,3,2,4,15,5,3,4,1,5.6,5,No
100440,38,Male,Finance,Accountant,76893,4.1,3.1,No,2,3,4,7,1,2,4,1,13.1,4,No
100441,33,Female,R&D,Product Engineer,101973,7.5,6.2,No,4,4,3,13,0,4,3,0,10.4,3,No
100442,37,Male,IT,Security Analyst,78122,10.4,0.0,No,3,3,4,7,1,3,4,0,10.0,2,No
100443,37,Female,Operations,Operations Manager,95459,4.2,3.3,Yes,3,1,3,11,3,3,4,0,14.4,3,Yes
100444,45,Male,Finance,Accountant,98150,4.2,1.6,No,3,4,3,30,4,4,4,0,9.2,2,Yes
100445,32,Female,IT,IT Support,57433,4.0,3.6,No,2,3,3,14,3,3,3,0,12.0,3,No
100446,22,Female,IT,Systems Administrator,83086,2.4,0.0,Yes,1,2,3,11,2,2,2,0,20.3,8,No
100447,43,Male,IT,IT Support,86020,4.1,3.4,No,3,3,4,5,2,4,3,0,14.4,0,No
100448,32,Female,IT,Security Analyst,67217,3.8,2.2,No,4,3,4,9,3,4,4,0,13.6,4,No
100449,44,Female,Sales,Sales Manager,90524,3.7,2.3,No,3,2,2,5,1,3,2,0,11.7,4,No
100450,38,Male,HR,HR Business Partner,76533,3.6,2.1,Yes,2,2,3,13,3,3,4,0,14.3,5,No
100451,33,Male,Finance,Financial Analyst,64850,1.7,0.4,No,3,3,5,13,1,4,3,0,15.9,1,No
100452,37,Female,Sales,Sales Executive,73155,8.6,6.4,No,3,4,3,7,1,4,2,0,8.5,1,Yes
100453,50,Male,Operations,Supply Chain Specialist,69195,2.8,0.0,No,4,3,3,20,4,3,3,0,10.6,1,No
100454,52,Male,Finance,Finance Manager,135359,10.8,10.2,No,4,4,3,19,2,2,3,0,9.7,1,No
100455,35,Male,Sales,Sales Executive,53530,2.0,0.7,No,3,3,3,9,7,2,5,0,11.0,0,No
100456,36,Female,Operations,Operations Manager,120981,12.3,12.1,Yes,2,1,3,11,4,3,4,0,18.4,4,Yes
100457,43,Male,IT,Systems Administrator,72896,3.4,1.7,No,3,2,3,6,4,4,4,0,14.2,5,No
100458,28,Male,IT,Systems Administrator,93501,7.9,7.4,No,3,4,3,7,2,2,3,0,11.7,2,No
100459,37,Female,R&D,Lab Technician,98780,4.8,3.3,Yes,3,2,3,5,3,3,2,0,16.4,2,Yes
100460,34,Male,Operations,Operations Analyst,65753,1.5,0.0,Yes,1,1,3,6,3,3,4,0,12.7,5,Yes
100461,37,Female,R&D,Product Engineer,75903,1.6,1.4,No,4,4,2,8,2,3,3,0,6.3,2,No
100462,28,Male,Finance,Accountant,78025,2.6,0.6,No,3,4,2,3,2,3,3,0,17.8,0,No
100463,21,Female,Sales,Sales Representative,55034,3.2,0.0,No,4,2,3,11,3,2,3,0,11.5,1,No
100464,18,Female,Finance,Accountant,74810,4.3,1.9,No,4,2,4,14,3,4,3,0,6.1,4,No
100465,25,Male,IT,Systems Administrator,96431,5.5,4.9,No,3,3,4,8,0,3,4,0,8.4,5,No
100466,31,Female,Finance,Financial Analyst,97219,3.9,2.5,No,3,2,3,2,4,4,4,0,15.9,3,Yes
100467,32,Male,HR,HR Business Partner,56836,5.3,3.7,No,4,3,3,7,0,2,5,0,6.5,1,No
100468,50,Male,Operations,Operations Manager,106119,5.9,4.6,No,3,4,3,4,3,4,5,0,16.7,4,No
100469,44,Male,IT,IT Support,87570,3.7,3.3,No,2,2,3,6,3,4,2,0,12.3,6,No
100470,27,Female,R&D,Lab Technician,84855,6.8,6.1,No,3,3,4,18,2,3,2,0,16.5,2,No
100471,37,Male,Customer Support,Customer Success Manager,92714,7.8,6.6,Yes,3,3,5,2,2,3,2,0,13.1,0,No
100472,31,Male,IT,IT Support,82007,6.0,4.2,No,2,3,3,5,2,2,4,0,13.8,1,No
100473,32,Male,Customer Support,Support Specialist,87269,6.3,5.4,Yes,1,2,3,13,0,2,3,0,13.1,5,No
100474,36,Male,Customer Support,Support Lead,80872,5.0,4.9,No,4,2,3,6,2,3,3,0,11.9,1,No
100475,40,Male,Customer Support,Support Lead,70509,9.0,8.1,No,3,4,3,5,2,3,3,0,8.3,3,No
100476,32,Male,IT,Security Analyst,68627,4.3,0.0,Yes,2,1,3,25,4,2,4,0,13.3,6,Yes
100477,43,Male,Finance,Finance Manager,107597,2.7,0.6,No,4,3,3,10,0,4,2,0,5.6,2,No
100478,25,Male,Sales,Sales Manager,92976,4.4,2.7,Yes,1,2,2,14,0,3,2,0,15.3,10,Yes
100479,35,Female,HR,Recruiter,71996,1.5,0.8,No,2,4,4,11,2,3,3,0,14.7,2,No
100480,56,Male,Operations,Operations Manager,76948,1.4,0.4,No,2,3,3,9,6,3,4,0,13.6,7,No
100481,36,Female,HR,Recruiter,87472,7.8,7.7,No,3,3,3,16,2,3,3,0,4.0,1,No
